genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
1664247.7	Achromobacter phage phiAxp-3	1664247	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter virus Axp3	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2169962;1664247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;Achromobacter virus Axp3;Achromobacter phage phiAxp-3
2292880.3	Achromobacter phage vB_Ade_ART	2292880	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Achromobacter phage vB_Ade_ART	10239;2731341;2731360;2731618;2731619;28883;10699;196894;2292880	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Achromobacter phage vB_Ade_ART
2591039.3	Achromobacter phage vB_AxyP_19-32_Axy04	2591039	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy04	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy04
2591040.3	Achromobacter phage vB_AxyP_19-32_Axy09	2591040	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae		Achromobacter phage vB_AxyP_19-32_Axy09	10239;2731341;2731360;2731618;2731619;28883;2731643;2731990;2591040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;unclassified Autographiviridae;Achromobacter phage vB_AxyP_19-32_Axy09
2591041.3	Achromobacter phage vB_AxyP_19-32_Axy10	2591041	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy10	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy10
2591042.3	Achromobacter phage vB_AxyP_19-32_Axy11	2591042	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy11	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy11
2591043.3	Achromobacter phage vB_AxyP_19-32_Axy12	2591043	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy12	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy12
2591044.3	Achromobacter phage vB_AxyP_19-32_Axy13	2591044	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy13	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy13
2591045.3	Achromobacter phage vB_AxyP_19-32_Axy21	2591045	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae		Achromobacter phage vB_AxyP_19-32_Axy21	10239;2731341;2731360;2731618;2731619;28883;2731643;2731990;2591045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;unclassified Autographiviridae;Achromobacter phage vB_AxyP_19-32_Axy21
2591046.3	Achromobacter phage vB_AxyP_19-32_Axy22	2591046	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy22	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy22
2591047.3	Achromobacter phage vB_AxyP_19-32_Axy23	2591047	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae		Achromobacter phage vB_AxyP_19-32_Axy23	10239;2731341;2731360;2731618;2731619;28883;2731643;2731990;2591047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;unclassified Autographiviridae;Achromobacter phage vB_AxyP_19-32_Axy23
2591048.3	Achromobacter phage vB_AxyP_19-32_Axy24	2591048	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Jwalphavirus	Achromobacter phage vB_AxyP_19-32_Axy24	10239;2731341;2731360;2731618;2731619;28883;10744;2169642;2529392;2591048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Jwalphavirus;unclassified Jwalphavirus;Achromobacter phage vB_AxyP_19-32_Axy24
2591049.3	Achromobacter phage vB_AxyS_19-32_Axy06	2591049	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Steinhofvirus	Achromobacter phage vB_AxyS_19-32_Axy06	10239;2731341;2731360;2731618;2731619;28883;10699;1982227;2594903;2591049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Steinhofvirus;unclassified Steinhofvirus;Achromobacter phage vB_AxyS_19-32_Axy06
2591050.3	Achromobacter phage vB_AxyS_19-32_Axy14	2591050	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Steinhofvirus	Achromobacter phage vB_AxyS_19-32_Axy14	10239;2731341;2731360;2731618;2731619;28883;10699;1982227;2594903;2591050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Steinhofvirus;unclassified Steinhofvirus;Achromobacter phage vB_AxyS_19-32_Axy14
2591051.3	Achromobacter phage vB_AxyS_19-32_Axy16	2591051	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Steinhofvirus	Achromobacter phage vB_AxyS_19-32_Axy16	10239;2731341;2731360;2731618;2731619;28883;10699;1982227;2594903;2591051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Steinhofvirus;unclassified Steinhofvirus;Achromobacter phage vB_AxyS_19-32_Axy16
2591052.3	Achromobacter phage vB_AxyS_19-32_Axy18	2591052	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Achromobacter phage vB_AxyS_19-32_Axy18	10239;2731341;2731360;2731618;2731619;28883;10699;196894;2591052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Achromobacter phage vB_AxyS_19-32_Axy18
2591053.3	Achromobacter phage vB_AxyS_19-32_Axy19	2591053	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Achromobacter phage vB_AxyS_19-32_Axy19	10239;2731341;2731360;2731618;2731619;28883;10699;196894;2591053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Achromobacter phage vB_AxyS_19-32_Axy19
2591054.3	Achromobacter phage vB_AxyS_19-32_Axy20	2591054	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae		Achromobacter phage vB_AxyS_19-32_Axy20	10239;2731341;2731360;2731618;2731619;28883;10699;196894;2591054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;unclassified Siphoviridae;Achromobacter phage vB_AxyS_19-32_Axy20
742159.3	Achromobacter piechaudii ATCC 43553	742159	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556;742159	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii;Achromobacter piechaudii ATCC 43553
1156919.3	Achromobacter piechaudii HLE	1156919	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556;1156919	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii;Achromobacter piechaudii HLE
1216977.3	Achromobacter piechaudii NBRC 102461	1216977	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556;1216977	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii;Achromobacter piechaudii NBRC 102461
72556.3	Achromobacter piechaudii strain GCS2	72556	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii
72556.19	Achromobacter piechaudii strain LMG 1861	72556	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii
72556.17	Achromobacter piechaudii strain LMG 1873	72556	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii
72556.18	Achromobacter piechaudii strain LMG 2828	72556	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii
72556.20	Achromobacter piechaudii strain LMG 6103	72556	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter piechaudii	131567;2;1224;28216;80840;506;222;72556	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii
1389932.3	Achromobacter pulmonis strain ANB-1	1389932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pulmonis	131567;2;1224;28216;80840;506;222;1389932	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter pulmonis
1389932.4	Achromobacter pulmonis strain LMG 26696	1389932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pulmonis	131567;2;1224;28216;80840;506;222;1389932	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter pulmonis
1389932.5	Achromobacter pulmonis strain LMG 26788	1389932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter pulmonis	131567;2;1224;28216;80840;506;222;1389932	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter pulmonis
72557.10	Achromobacter ruhlandii strain 6241	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.13	Achromobacter ruhlandii strain 7022	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.12	Achromobacter ruhlandii strain 7863	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.11	Achromobacter ruhlandii strain 8173	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.61	Achromobacter ruhlandii strain 9035ralo strain not applicable	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.39	Achromobacter ruhlandii strain Ar319	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.40	Achromobacter ruhlandii strain Ar38	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.64	Achromobacter ruhlandii strain LMG 1864	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.63	Achromobacter ruhlandii strain LMG 1866	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.65	Achromobacter ruhlandii strain LMG 3328	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.66	Achromobacter ruhlandii strain LMG 7053	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
72557.38	Achromobacter ruhlandii strain SCCH3:ACH 33-1365	72557	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	131567;2;1224;28216;80840;506;222;72557	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii
2769298.3	Achromobacter sp. ACM01	2769298	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. ACM01	131567;2;1224;28216;80840;506;222;2626865;2769298	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. ACM01
2769305.3	Achromobacter sp. ACM02	2769305	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. ACM02	131567;2;1224;28216;80840;506;222;2626865;2769305	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. ACM02
2769300.3	Achromobacter sp. ACM03	2769300	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. ACM03	131567;2;1224;28216;80840;506;222;2626865;2769300	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. ACM03
2769312.3	Achromobacter sp. ACM04	2769312	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. ACM04	131567;2;1224;28216;80840;506;222;2626865;2769312	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. ACM04
1758194.3	Achromobacter sp. AONIH1	1758194	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. AONIH1	131567;2;1224;28216;80840;506;222;2626865;1758194	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. AONIH1
1631616.4	Achromobacter sp. AR476-2	1631616	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. AR476-2	131567;2;1224;28216;80840;506;222;1631616	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. AR476-2
2735900.3	Achromobacter sp. B4U2B	2735900	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. B4U2B	131567;2;1224;28216;80840;506;222;2626865;2735900	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. B4U2B
2282475.3	Achromobacter sp. B7	2282475	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. B7	131567;2;1224;28216;80840;506;222;2626865;2282475	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. B7
2727415.3	Achromobacter sp. Bel	2727415	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. Bel	131567;2;1224;28216;80840;506;222;2626865;2727415	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. Bel
1705197.3	Achromobacter sp. CanR-33 strain SLBN-14	1705197	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. CanR-33	131567;2;1224;28216;80840;506;222;2626865;1705197	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. CanR-33
1688405.3	Achromobacter sp. DMS1	1688405	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. DMS1	131567;2;1224;28216;80840;506;222;2626865;1688405	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. DMS1
1739443.3	Achromobacter sp. HMSC056C09	1739443	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HMSC056C09	131567;2;1224;28216;80840;506;222;1739443	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HMSC056C09
1739526.3	Achromobacter sp. HMSC057D05	1739526	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HMSC057D05	131567;2;1224;28216;80840;506;222;1739526	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HMSC057D05
1739276.3	Achromobacter sp. HMSC070F04	1739276	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HMSC070F04	131567;2;1224;28216;80840;506;222;1739276	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HMSC070F04
1581105.3	Achromobacter sp. HMSC15D03	1581105	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HMSC15D03	131567;2;1224;28216;80840;506;222;1581105	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. HMSC15D03
1416886.3	Achromobacter sp. HZ01	1416886	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HZ01	131567;2;1224;28216;80840;506;222;2626865;1416886	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. HZ01
2015171.3	Achromobacter sp. HZ28 strain HZ28	2015171	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HZ28	131567;2;1224;28216;80840;506;222;2626865;2015171	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. HZ28
2015170.3	Achromobacter sp. HZ34 strain HZ34	2015170	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. HZ34	131567;2;1224;28216;80840;506;222;2626865;2015170	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. HZ34
1295134.5	Achromobacter sp. JCM 18799	1295134	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. JCM 18799	131567;2;1224;28216;80840;506;222;2626865;1295134	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. JCM 18799
2292262.3	Achromobacter sp. K91	2292262	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. K91	131567;2;1224;28216;80840;506;222;2626865;2292262	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. K91
1915388.3	Achromobacter sp. KAs 3-5 strain KAs 3-5	1915388	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. KAs 3-5	131567;2;1224;28216;80840;506;222;2626865;1915388	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. KAs 3-5
1848159.3	Achromobacter sp. KCJK1724	1848159	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. KCJK1724	131567;2;1224;28216;80840;506;222;1848159	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter sp. KCJK1724
2511204.3	Achromobacter sp. KS-M25	2511204	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. KS-M25	131567;2;1224;28216;80840;506;222;2626865;2511204	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. KS-M25
1120623.3	Achromobacter sp. LC458	1120623	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. LC458	131567;2;1224;28216;80840;506;222;2626865;1120623	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. LC458
2069367.3	Achromobacter sp. LMG 30378	2069367	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter veterisilvae	131567;2;1224;28216;80840;506;222;2069367	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter veterisilvae
1881016.3	Achromobacter sp. MFA1 R4 strain MFA1 R4	1881016	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. MFA1 R4	131567;2;1224;28216;80840;506;222;2626865;1881016	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. MFA1 R4
1827284.3	Achromobacter sp. MYb9	1827284	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. MYb9	131567;2;1224;28216;80840;506;222;2626865;1827284	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. MYb9
1564112.4	Achromobacter sp. NFACC18-2	1564112	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. NFACC18-2	131567;2;1224;28216;80840;506;222;2626865;1564112	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;Achromobacter sp. NFACC18-2
